member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
1304764,5000.0,5000.0,5000.0, 60 months,16.77,123.65,D,D2,2 years,RENT,50004.0,Not Verified,Dec-2011,Charged Off,n,other,PA,13.97,3.0,0.0,14.0,0.0,4345.0,59.5,22.0,f,0.0,0.0,1609.12,1609.12,260.96,2.3,123.65,May-2013,0.0,INDIVIDUAL,0.0,,,
1304678,4000.0,4000.0,4000.0, 36 months,11.71,132.31,B,B3,10+ years,MORTGAGE,106000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,FL,5.63,1.0,0.0,12.0,0.0,6110.0,37.7,44.0,f,0.0,0.0,4484.79,4484.79,0.0,0.0,2638.77,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1278806,8500.0,8500.0,8500.0, 36 months,11.71,281.15,B,B3,< 1 year,RENT,25000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,MN,12.19,0.0,0.0,8.0,0.0,6441.0,59.1,12.0,f,0.0,0.0,10122.2086138,10122.21,0.0,0.0,581.59,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1261745,4375.0,4375.0,4375.0, 36 months,7.51,136.11,A,A3,7 years,MORTGAGE,17108.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,NY,20.34,0.0,0.0,6.0,0.0,11210.0,86.9,12.0,f,0.0,0.0,4898.54355838,4898.54,0.0,0.0,144.94,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1304608,31825.0,31825.0,31825.0, 36 months,7.9,995.82,A,A4,5 years,MORTGAGE,75000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,NJ,14.03,0.0,0.0,12.0,0.0,23151.0,27.4,26.0,f,0.0,0.0,34886.08,34886.08,0.0,0.0,16966.7,Oct-2015,0.0,INDIVIDUAL,0.0,,,
1299514,10000.0,10000.0,9975.0, 60 months,15.96,242.97,C,C5,2 years,RENT,29120.0,Verified,Dec-2011,Current,n,debt_consolidation,FL,22.83,0.0,1.0,11.0,0.0,16158.0,63.6,31.0,f,2695.31,2688.53,11622.36,11593.4,0.0,0.0,242.97,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304289,5000.0,5000.0,5000.0, 36 months,8.9,158.77,A,A5,2 years,RENT,24044.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,OR,11.93,0.0,0.0,8.0,0.0,2224.0,29.3,16.0,f,0.0,0.0,5714.59212878,5714.59,0.0,0.0,163.64,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1291365,7000.0,7000.0,7000.0, 36 months,15.96,245.97,C,C5,7 years,RENT,34000.0,Source Verified,Dec-2011,Fully Paid,n,credit_card,CA,6.35,0.0,1.0,6.0,0.0,6113.0,60.5,6.0,f,0.0,0.0,8848.94043027,8848.94,0.0,0.0,260.74,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1304589,12400.0,12400.0,12400.0, 36 months,10.65,403.91,B,B2,10+ years,RENT,41000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,KY,11.8,0.0,2.0,9.0,0.0,11095.0,57.2,12.0,f,0.0,0.0,14537.4595273,14537.46,0.0,0.0,417.61,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1304255,10800.0,10800.0,10800.0, 36 months,9.91,348.03,B,B1,2 years,RENT,55596.0,Source Verified,Dec-2011,Fully Paid,n,moving,CA,5.5,0.0,0.0,7.0,0.0,2535.0,13.3,18.0,f,0.0,0.0,12157.2,12157.2,0.0,0.0,3483.79,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304251,15000.0,15000.0,15000.0, 36 months,7.9,469.36,A,A4,1 year,RENT,45000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,OH,8.48,0.0,0.0,7.0,0.0,6704.0,50.4,27.0,f,0.0,0.0,16662.6,16662.6,0.0,0.0,5872.8,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304250,6000.0,6000.0,6000.0, 36 months,12.42,200.5,B,B4,1 year,RENT,36852.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,AZ,10.62,0.0,1.0,7.0,0.0,7310.0,66.5,12.0,f,0.0,0.0,7125.2831651000015,7125.28,0.0,0.0,1923.53,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304237,12500.0,12500.0,12475.0, 60 months,12.69,282.44,B,B5,1 year,RENT,27000.0,Verified,Dec-2011,Current,n,debt_consolidation,IL,16.04,0.0,3.0,6.0,0.0,10143.0,50.0,24.0,f,3193.13,3186.72,13506.54,13479.58,0.0,0.0,282.44,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1301955,9600.0,9600.0,9600.0, 36 months,7.51,298.67,A,A3,4 years,RENT,68004.0,Source Verified,Dec-2011,Fully Paid,n,other,SC,6.63,0.0,0.0,6.0,0.0,2896.0,18.1,11.0,f,0.0,0.0,10749.7626454,10749.76,0.0,0.0,311.56,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1304567,12000.0,12000.0,12000.0, 36 months,7.9,375.49,A,A4,10+ years,RENT,62300.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,NJ,16.7,0.0,0.0,15.0,0.0,8601.0,21.0,25.0,f,0.0,0.0,13516.382957299998,13516.38,0.0,0.0,380.98,Sep-2015,0.0,INDIVIDUAL,0.0,,,
1304202,3000.0,3000.0,3000.0, 36 months,18.25,108.84,D,D5,9 years,MORTGAGE,65000.0,Not Verified,Dec-2011,Fully Paid,n,other,PA,17.39,0.0,0.0,8.0,0.0,43936.0,98.1,22.0,f,0.0,0.0,3915.02759536,3915.03,0.0,0.0,115.38,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1292332,4400.0,4400.0,4400.0, 36 months,16.77,156.37,D,D2,10+ years,RENT,55000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,RI,20.01,0.0,0.0,7.0,0.0,25237.0,99.0,11.0,f,0.0,0.0,5626.89265505,5626.89,0.0,0.0,162.44,Dec-2015,0.0,INDIVIDUAL,0.0,,,
1304526,6000.0,6000.0,6000.0, 36 months,6.03,182.62,A,A1,10+ years,MORTGAGE,45600.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,LA,5.34,0.0,1.0,6.0,0.0,3378.0,32.5,28.0,f,0.0,0.0,6065.86,6065.86,0.0,0.0,15.01,Jun-2012,0.0,INDIVIDUAL,0.0,,,
1282787,14000.0,14000.0,14000.0, 36 months,9.91,451.15,B,B1,6 years,RENT,80000.0,Not Verified,Dec-2011,Fully Paid,n,small_business,MA,10.0,0.0,1.0,7.0,0.0,2219.0,13.4,40.0,f,0.0,0.0,16239.9141276,16239.91,0.0,0.0,457.91,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304521,5000.0,5000.0,5000.0, 36 months,8.9,158.77,A,A5,10+ years,MORTGAGE,100000.0,Source Verified,Dec-2011,Charged Off,n,debt_consolidation,OH,16.33,0.0,0.0,17.0,0.0,74351.0,62.1,35.0,f,0.0,0.0,5021.37,5021.37,107.0,1.07,158.77,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1304166,10000.0,10000.0,10000.0, 36 months,10.65,325.74,B,B2,6 years,RENT,27000.0,Verified,Dec-2011,Fully Paid,n,other,NY,11.47,0.0,0.0,7.0,0.0,7814.0,52.3,10.0,f,0.0,0.0,11724.567736799998,11724.57,0.0,0.0,332.92,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304171,10000.0,10000.0,10000.0, 36 months,6.03,304.36,A,A1,10+ years,RENT,60000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,CT,12.74,0.0,1.0,11.0,0.0,14019.0,19.5,18.0,f,0.0,0.0,10282.67,10282.67,0.0,0.0,8762.05,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303701,11000.0,11000.0,11000.0, 36 months,6.62,337.75,A,A2,5 years,RENT,70000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CT,10.85,0.0,0.0,5.0,0.0,11638.0,36.4,7.0,f,0.0,0.0,12157.3800468,12157.38,0.0,0.0,346.13,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304123,15000.0,15000.0,15000.0, 36 months,9.91,483.38,B,B1,8 years,MORTGAGE,80000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,IL,9.12,0.0,2.0,9.0,0.0,11845.0,63.7,28.0,f,0.0,0.0,16177.77,16177.77,222.81,36.3708,483.38,Mar-2015,0.0,INDIVIDUAL,0.0,,,
1302485,25600.0,25600.0,25350.0, 36 months,9.91,824.96,B,B1,9 years,RENT,110000.0,Verified,Dec-2011,Fully Paid,n,credit_card,CA,15.71,0.0,0.0,11.0,0.0,26088.0,62.0,27.0,f,0.0,0.0,29695.622675700004,29405.63,0.0,0.0,838.27,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1304117,7000.0,7000.0,7000.0, 36 months,10.65,228.02,B,B2,< 1 year,RENT,40000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,7.38,0.0,0.0,7.0,0.0,12168.0,92.9,12.0,f,0.0,0.0,8205.47381646,8205.47,0.0,0.0,240.27,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1304116,12000.0,12000.0,12000.0, 36 months,15.96,421.65,C,C5,4 years,RENT,50000.0,Not Verified,Dec-2011,Charged Off,n,car,CA,20.88,0.0,2.0,11.0,0.0,15793.0,90.8,11.0,f,0.0,0.0,3521.95,3521.95,578.94,5.49,421.65,Dec-2012,0.0,INDIVIDUAL,0.0,,,
1303909,12000.0,12000.0,12000.0, 36 months,9.91,386.7,B,B1,1 year,RENT,46000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,TX,8.11,0.0,1.0,11.0,0.0,12143.0,52.1,12.0,f,0.0,0.0,13748.2131095,13748.21,0.0,0.0,964.73,Jul-2014,0.0,INDIVIDUAL,0.0,,,
1303652,21000.0,21000.0,20975.0, 60 months,19.91,555.33,E,E4,7 years,RENT,50000.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,WA,21.58,0.0,1.0,7.0,0.0,19448.0,97.6,14.0,f,0.0,0.0,18319.14,18297.35,0.0,0.0,555.33,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302790,16000.0,16000.0,15950.0, 60 months,19.91,423.11,E,E4,7 years,RENT,81000.0,Verified,Dec-2011,Fully Paid,n,credit_card,MA,20.52,0.0,3.0,12.0,0.0,27884.0,75.1,21.0,f,0.0,0.0,20876.1,20810.87,0.0,0.0,9931.02,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1302882,10000.0,10000.0,10000.0, 36 months,12.42,334.16,B,B4,< 1 year,OWN,39000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,OR,18.58,0.0,0.0,5.0,0.0,12874.0,72.7,10.0,f,0.0,0.0,11474.76,11474.76,0.0,0.0,5803.94,Mar-2015,0.0,INDIVIDUAL,0.0,,,
1274517,10000.0,10000.0,10000.0, 36 months,10.65,325.74,B,B2,2 years,RENT,51400.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,TX,19.14,0.0,3.0,10.0,0.0,10160.0,59.1,24.0,f,0.0,0.0,10575.94,10575.94,0.0,0.0,8627.74,Sep-2014,0.0,INDIVIDUAL,0.0,,,
1287308,7100.0,7100.0,7100.0, 36 months,16.77,252.33,D,D2,1 year,MORTGAGE,33000.0,Verified,Dec-2011,Fully Paid,n,debt_consolidation,TX,24.0,0.0,2.0,4.0,0.0,6021.0,91.2,8.0,f,0.0,0.0,9079.33484306,9079.33,0.0,0.0,262.78,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1287810,13000.0,13000.0,13000.0, 60 months,12.69,293.74,B,B5,< 1 year,MORTGAGE,30000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,NJ,13.72,0.0,0.0,17.0,0.0,17080.0,58.9,27.0,f,0.0,0.0,17402.2399868,17402.24,0.0,0.0,3596.46,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1277395,17500.0,8950.0,8925.0, 60 months,17.27,223.74,D,D3,6 years,RENT,40000.0,Verified,Dec-2011,Current,n,small_business,CA,19.47,0.0,1.0,5.0,0.0,10724.0,58.9,6.0,f,2462.25,2455.34,10713.52,10683.65,0.0,0.0,223.74,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1278095,17675.0,17675.0,17675.0, 60 months,14.65,417.25,C,C3,< 1 year,RENT,50000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,WI,16.46,0.0,2.0,6.0,0.0,6661.0,57.4,14.0,f,0.0,0.0,21323.43,21323.43,0.0,0.0,13814.81,Feb-2014,0.0,INDIVIDUAL,0.0,,,
1303549,8000.0,8000.0,8000.0, 36 months,16.77,284.31,D,D2,< 1 year,RENT,62000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,VA,21.64,0.0,3.0,14.0,0.0,6088.0,66.9,20.0,f,0.0,0.0,10267.2621391,10267.26,0.0,0.0,606.54,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303778,10000.0,10000.0,9975.0, 60 months,10.65,215.69,B,B2,10+ years,RENT,45996.0,Verified,Dec-2011,Charged Off,n,debt_consolidation,OH,21.73,0.0,1.0,7.0,0.0,11170.0,30.1,15.0,f,0.0,0.0,8772.91,8751.08,847.3,152.514,1.0,Jun-2015,0.0,INDIVIDUAL,0.0,,,
1303750,3500.0,3500.0,3500.0, 36 months,10.65,114.01,B,B2,7 years,MORTGAGE,55000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,OH,5.39,0.0,1.0,9.0,0.0,6611.0,45.9,12.0,f,0.0,0.0,4103.16812842,4103.17,0.0,0.0,118.32,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1303740,12500.0,8925.0,8925.0, 60 months,17.27,223.11,D,D3,5 years,RENT,30000.0,Source Verified,Dec-2011,Charged Off,n,debt_consolidation,MN,13.16,0.0,0.0,7.0,1.0,9844.0,70.8,28.0,f,0.0,0.0,5577.75,5577.75,22.5,0.0,223.11,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303473,16425.0,16425.0,16425.0, 36 months,14.27,563.53,C,C2,4 years,RENT,44544.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,CA,22.71,0.0,1.0,10.0,0.0,15747.0,83.4,18.0,f,0.0,0.0,18172.71,18172.71,0.0,0.0,13108.71,Jul-2015,0.0,INDIVIDUAL,0.0,,,
1303528,8200.0,8200.0,8200.0, 60 months,21.28,223.14,F,F2,4 years,RENT,75000.0,Source Verified,Dec-2011,Charged Off,n,small_business,CA,12.48,0.0,3.0,6.0,0.0,9012.0,73.9,11.0,f,0.0,0.0,4173.57,4173.57,381.89,3.6,223.14,Oct-2013,0.0,INDIVIDUAL,0.0,,,
1303718,15000.0,15000.0,15000.0, 36 months,14.65,517.42,C,C3,2 years,OWN,61000.0,Verified,Dec-2011,Fully Paid,n,credit_card,FL,11.88,0.0,1.0,8.0,0.0,19397.0,79.5,18.0,f,0.0,0.0,18562.40042,18562.4,0.0,0.0,2533.38,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303486,20975.0,13575.0,13550.0, 60 months,17.58,341.63,D,D4,5 years,MORTGAGE,44000.0,Verified,Dec-2011,Fully Paid,n,credit_card,GA,18.79,0.0,0.0,13.0,1.0,20657.0,79.4,21.0,f,0.0,0.0,18097.3445842,18064.1,0.0,0.0,9245.21,Apr-2014,0.0,INDIVIDUAL,0.0,,,
1292558,6400.0,6400.0,6400.0, 36 months,16.77,227.45,D,D2,5 years,RENT,75000.0,Not Verified,Dec-2011,Charged Off,n,debt_consolidation,CA,20.22,0.0,0.0,9.0,0.0,7159.0,67.5,27.0,f,0.0,0.0,4776.45,4776.45,10.29,0.0,227.45,Jan-2016,0.0,INDIVIDUAL,0.0,,,
1303716,3000.0,3000.0,3000.0, 36 months,13.49,101.8,C,C1,1 year,RENT,33600.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,AL,18.11,0.0,0.0,4.0,0.0,2745.0,83.2,7.0,f,0.0,0.0,3246.8,3246.8,0.0,0.0,2539.58,Jan-2015,0.0,INDIVIDUAL,0.0,,,
1299004,12000.0,12000.0,12000.0, 36 months,16.77,426.47,D,D2,3 years,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,n,credit_card,MA,20.57,0.0,1.0,13.0,0.0,11443.0,97.0,19.0,f,0.0,0.0,15346.4668655,15346.47,0.0,0.0,441.52,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1303514,14400.0,14400.0,14400.0, 36 months,8.9,457.25,A,A5,< 1 year,OWN,150000.0,Source Verified,Dec-2011,Fully Paid,n,debt_consolidation,NY,14.85,0.0,0.0,12.0,0.0,63864.0,55.0,38.0,f,0.0,0.0,16459.519141999994,16459.52,0.0,0.0,464.02,Dec-2014,0.0,INDIVIDUAL,0.0,,,
1303303,12000.0,12000.0,12000.0, 36 months,14.65,413.94,C,C3,10+ years,RENT,90000.0,Not Verified,Dec-2011,Fully Paid,n,debt_consolidation,NJ,16.56,0.0,2.0,12.0,0.0,17116.0,78.5,36.0,f,0.0,0.0,12699.48,12699.48,0.0,0.0,11046.6,Jan-2016,0.0,INDIVIDUAL,0.0,,,
